scorer,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000
60,372.6629638671875,337.8998107910156,0.9998071789741516,333.81964111328125,329.6840515136719,0.9455180764198303,308.6358947753906,313.3139953613281,0.9938229322433472,283.44708251953125,269.881591796875,0.9946750402450562
61,373.532470703125,341.12127685546875,0.9996296763420105,335.0874328613281,332.2652282714844,0.9465575218200684,310.70611572265625,315.6534729003906,0.9907768964767456,283.7808837890625,273.7043151855469,0.9985395669937134
62,373.60601806640625,341.4758605957031,0.9995921850204468,335.63507080078125,333.29437255859375,0.9373362064361572,311.55853271484375,316.4288635253906,0.9908158183097839,284.25933837890625,274.5943908691406,0.9991753101348877
63,373.6502990722656,342.0901184082031,0.9993835687637329,335.3349914550781,332.9411926269531,0.9434360861778259,311.7154846191406,316.4450988769531,0.9940556287765503,284.04345703125,275.01318359375,0.99909508228302
64,373.4201354980469,341.4798583984375,0.9994447231292725,335.59210205078125,333.1230773925781,0.9387983083724976,311.6269836425781,316.318603515625,0.9945015907287598,284.10125732421875,275.4214782714844,0.9991331100463867
65,367.6174011230469,336.836181640625,0.9988507628440857,331.6285400390625,328.69000244140625,0.9218147993087769,305.2978515625,312.999755859375,0.9899411201477051,279.76116943359375,270.246337890625,0.9969654083251953
66,362.7652282714844,325.3045959472656,0.995087742805481,324.7166748046875,315.14263916015625,0.7434341311454773,302.6051940917969,299.13494873046875,0.9659250974655151,275.9596862792969,255.53334045410156,0.9993942975997925
67,357.4821472167969,307.0871887207031,0.9975629448890686,323.8647766113281,292.7412414550781,0.5944035649299622,304.83355712890625,278.565673828125,0.792451024055481,275.4066162109375,239.8114776611328,0.997965931892395
68,356.4766540527344,294.8424072265625,0.9963370561599731,325.85784912109375,282.6970520019531,0.3938305675983429,305.7938232421875,269.0791015625,0.8200732469558716,276.3658447265625,226.49853515625,0.9981160163879395
69,356.58062744140625,279.03131103515625,0.9884748458862305,332.2578430175781,268.2410583496094,0.0918729305267334,306.0940856933594,251.57298278808594,0.41478899121284485,279.818359375,214.875,0.993255078792572
70,369.2219543457031,234.300048828125,0.9806249737739563,358.885986328125,228.44635009765625,0.11860308051109314,324.7949523925781,206.31109619140625,0.06336349248886108,299.13671875,174.5836639404297,0.9372423887252808
71,377.79290771484375,209.9771728515625,0.9915438890457153,372.22113037109375,207.7366180419922,0.16434240341186523,349.9421691894531,187.44781494140625,0.10058289766311646,312.53558349609375,146.71945190429688,0.9434436559677124
72,381.2829284667969,197.64089965820312,0.9464871287345886,372.9165344238281,192.60032653808594,0.4101729393005371,348.4739990234375,172.41864013671875,0.28557586669921875,320.82611083984375,134.79405212402344,0.8763285875320435
73,387.4230041503906,188.1698760986328,0.9643739461898804,377.3876647949219,182.1054229736328,0.6728546619415283,354.28558349609375,164.8985137939453,0.42852768301963806,323.25457763671875,125.14462280273438,0.956639289855957
74,393.9246826171875,179.01841735839844,0.9630336761474609,386.8321533203125,176.48684692382812,0.7066571712493896,357.0735778808594,154.3632049560547,0.6555774807929993,328.15838623046875,117.7396011352539,0.989303708076477
75,410.8328552246094,158.7893829345703,0.9664049744606018,403.72161865234375,155.3724822998047,0.5150490999221802,372.3355712890625,133.55690002441406,0.890699028968811,340.1300048828125,97.3564682006836,0.9984675645828247
76,421.95721435546875,150.11727905273438,0.8929094076156616,410.2110900878906,151.1244659423828,0.9484578371047974,374.16021728515625,122.140380859375,0.9801808595657349,344.4125671386719,87.5397720336914,0.998987078666687
77,422.1535949707031,149.21038818359375,0.9259206056594849,411.8749084472656,150.2032012939453,0.9511057138442993,374.4099426269531,120.32198333740234,0.9762757420539856,344.5366516113281,85.45272064208984,0.9994927644729614
78,422.6470642089844,149.0395050048828,0.947190523147583,411.1498718261719,150.27671813964844,0.8450127243995667,373.8553466796875,120.31278991699219,0.9789501428604126,343.11572265625,85.3551025390625,0.9996063709259033
79,422.6405029296875,152.08071899414062,0.9709035158157349,386.52655029296875,134.04063415527344,0.4978644847869873,373.1785888671875,121.0196762084961,0.9841607809066772,341.904052734375,86.46417236328125,0.9997145533561707
80,422.0738830566406,160.29421997070312,0.9972163438796997,386.72003173828125,140.8689422607422,0.7035503387451172,371.4516906738281,130.29212951660156,0.9937691688537598,339.47039794921875,93.28948211669922,0.9985456466674805
81,423.4276123046875,161.54017639160156,0.9961932897567749,388.115478515625,142.52389526367188,0.7635830640792847,371.7469177246094,131.4354248046875,0.9945484399795532,340.5799865722656,96.05165100097656,0.9990005493164062
82,424.84161376953125,160.8247833251953,0.9915697574615479,392.5201721191406,144.2270965576172,0.6863111853599548,371.9502258300781,132.85546875,0.9933667182922363,341.030029296875,97.53190612792969,0.9989020824432373
83,425.2742919921875,161.19422912597656,0.9937834143638611,392.4286193847656,145.1623992919922,0.714457631111145,371.90765380859375,133.4153594970703,0.9958182573318481,342.0418395996094,97.94722747802734,0.9988209009170532
84,425.1520080566406,161.1287078857422,0.9946317672729492,392.5583801269531,146.31663513183594,0.6250196695327759,371.883056640625,133.98611450195312,0.9967299699783325,340.8749694824219,98.07872772216797,0.9991893768310547
85,419.1920471191406,160.73985290527344,0.9987679719924927,384.00836181640625,151.49636840820312,0.7045480012893677,369.8430480957031,137.427978515625,0.9426001310348511,334.64129638671875,97.73249816894531,0.9991411566734314
86,405.1376953125,164.0228729248047,0.999191164970398,370.10064697265625,153.38818359375,0.9148721694946289,355.39605712890625,138.61766052246094,0.9626002907752991,323.75341796875,99.14151763916016,0.9984076619148254
87,390.4648132324219,174.85865783691406,0.9970560073852539,362.2570495605469,163.16392517089844,0.7547333836555481,341.26116943359375,148.14427185058594,0.8970181941986084,313.0802917480469,107.44396209716797,0.9917536973953247
88,385.92303466796875,181.7687225341797,0.9950008392333984,356.8144836425781,169.42832946777344,0.7109458446502686,339.8162841796875,156.55813598632812,0.5772767066955566,307.8094177246094,115.12923431396484,0.9981935024261475
89,370.6358947753906,202.32699584960938,0.9944489002227783,348.00860595703125,190.7216796875,0.24924612045288086,338.2862854003906,180.41033935546875,0.12993836402893066,294.7557067871094,133.469482421875,0.9915727376937866
90,355.73931884765625,241.68824768066406,0.9985328912734985,331.6188659667969,229.5978546142578,0.4406740665435791,309.4614562988281,212.07382202148438,0.3843347132205963,282.2091979980469,170.5711212158203,0.9946278929710388
91,353.98016357421875,264.9794006347656,0.9926442503929138,326.6046447753906,252.3677520751953,0.3487749993801117,309.7147216796875,236.6698455810547,0.6687565445899963,279.2054138183594,195.65708923339844,0.995574951171875
92,355.2802734375,277.4687194824219,0.9945122003555298,323.1420593261719,262.09173583984375,0.6997116208076477,309.55279541015625,248.96974182128906,0.8497360944747925,281.29248046875,207.20620727539062,0.9928736686706543
93,358.8297424316406,290.3311767578125,0.9852789640426636,325.8676452636719,272.9923400878906,0.6192823648452759,309.7557678222656,259.5633850097656,0.806847333908081,283.15789794921875,217.3964385986328,0.9924008846282959
94,364.0706787109375,298.248779296875,0.95684814453125,335.4403381347656,285.4011535644531,0.6125839948654175,320.6700134277344,275.62579345703125,0.7833617329597473,285.9676513671875,229.36009216308594,0.9976476430892944
95,373.3510437011719,327.0589599609375,0.9929044246673584,342.448486328125,315.4684143066406,0.28228798508644104,327.3125305175781,298.3818054199219,0.9661071300506592,294.5818176269531,253.4647979736328,0.9955306053161621
96,373.3040771484375,333.36468505859375,0.9742700457572937,342.185302734375,320.6545715332031,0.3085625171661377,332.50250244140625,305.08074951171875,0.983854353427887,296.8953857421875,258.9545593261719,0.9979183673858643
97,383.0537109375,338.365234375,0.9670655727386475,369.55706787109375,337.5743408203125,0.5003750324249268,336.96270751953125,313.96441650390625,0.9556640982627869,301.5128479003906,269.0018310546875,0.9970329999923706
98,380.50885009765625,341.1871643066406,0.9662971496582031,375.620849609375,341.61297607421875,0.23429211974143982,332.9715270996094,311.3390197753906,0.952343225479126,302.31060791015625,270.52777099609375,0.9978922009468079
99,383.10504150390625,341.5627746582031,0.9715762734413147,375.9693908691406,342.32110595703125,0.2783641815185547,335.46160888671875,314.8523254394531,0.9325242638587952,303.72711181640625,271.4869689941406,0.9988565444946289
100,382.676513671875,343.4594421386719,0.951351523399353,376.0646057128906,346.87237548828125,0.34840860962867737,333.91571044921875,315.0322265625,0.9653809070587158,302.93133544921875,273.94921875,0.999369204044342
101,376.38427734375,344.40887451171875,0.963711142539978,351.383056640625,333.3002014160156,0.22606214880943298,334.3705139160156,319.1350402832031,0.914375901222229,300.317626953125,273.0675048828125,0.997642457485199
102,370.665771484375,334.8126525878906,0.9928497076034546,363.473876953125,337.7654113769531,0.5578719973564148,322.54833984375,309.7425231933594,0.9794098138809204,291.91796875,263.4026184082031,0.9994154572486877
103,362.7664489746094,327.1944885253906,0.968253493309021,336.84674072265625,317.0652160644531,0.5757537484169006,321.6335144042969,305.77923583984375,0.9771297574043274,285.33795166015625,258.42047119140625,0.9977763891220093
104,353.45391845703125,309.884521484375,0.9802974462509155,325.0693359375,297.45196533203125,0.39271366596221924,308.9510192871094,284.5604553222656,0.9179132580757141,276.67999267578125,239.52243041992188,0.9977080821990967
105,342.5006408691406,276.34259033203125,0.9943268299102783,323.66143798828125,265.5199890136719,0.17951324582099915,301.51177978515625,247.04196166992188,0.5254701972007751,268.9701232910156,209.11497497558594,0.9929186105728149
106,347.0367126464844,248.4734344482422,0.974448561668396,330.00927734375,242.1891632080078,0.6777967810630798,316.7959899902344,234.1719512939453,0.14025914669036865,273.5533447265625,183.2374267578125,0.9954560995101929
107,353.5499267578125,236.96212768554688,0.9657439589500427,333.77520751953125,230.03939819335938,0.6673442721366882,321.97821044921875,218.57798767089844,0.31794536113739014,278.9876403808594,171.85784912109375,0.986281156539917
108,357.4007263183594,226.15585327148438,0.9830431938171387,339.3780212402344,216.2041778564453,0.7721153497695923,322.8951110839844,204.57554626464844,0.2268460988998413,284.0369873046875,161.36814880371094,0.9807205200195312
109,366.42071533203125,211.9829864501953,0.9758260250091553,348.2072448730469,205.60089111328125,0.6828233003616333,332.54913330078125,194.37423706054688,0.17307084798812866,292.2438049316406,152.97032165527344,0.986987829208374
110,388.1819152832031,183.5436248779297,0.992793619632721,369.8808288574219,176.25994873046875,0.8327353596687317,353.7852783203125,164.57089233398438,0.20681798458099365,311.4457702636719,124.63021850585938,0.9907565116882324
111,403.5646057128906,171.6455078125,0.996012806892395,380.5050354003906,164.6604461669922,0.8811557292938232,356.1568603515625,151.03843688964844,0.70244300365448,323.9250183105469,114.9117431640625,0.998666524887085
112,410.59100341796875,168.26124572753906,0.9914659261703491,386.4125061035156,160.15231323242188,0.7116836905479431,366.2168884277344,144.74957275390625,0.8217121362686157,328.4821472167969,108.75889587402344,0.9902780055999756
113,415.9455261230469,163.82290649414062,0.995965838432312,387.611572265625,155.56724548339844,0.6794836521148682,370.03216552734375,145.02903747558594,0.7945656180381775,332.8272705078125,106.88037109375,0.9975412487983704
114,418.813232421875,161.25840759277344,0.9990389943122864,390.70166015625,154.09481811523438,0.696471631526947,369.605712890625,139.24777221679688,0.8963241577148438,335.193359375,104.31011962890625,0.9993896484375
115,431.3765869140625,154.65084838867188,0.988895058631897,411.3094787597656,151.31495666503906,0.37267303466796875,373.8883361816406,134.3716278076172,0.9922076463699341,344.6072692871094,98.61917114257812,0.998300313949585
116,433.13922119140625,154.89585876464844,0.9972329139709473,410.616943359375,148.94044494628906,0.544256329536438,376.11846923828125,132.798828125,0.9727613925933838,347.16485595703125,97.56229400634766,0.9956966638565063
117,434.8027648925781,155.2089080810547,0.9990297555923462,402.3502197265625,146.1079559326172,0.7005577087402344,382.5621643066406,131.31089782714844,0.9739372134208679,347.1470947265625,102.06661224365234,0.9987765550613403
118,435.42742919921875,155.25137329101562,0.9988915920257568,397.12744140625,144.9503936767578,0.7696924209594727,382.42926025390625,131.36279296875,0.9822143316268921,348.0738525390625,101.90626525878906,0.9989683628082275
119,434.959228515625,155.0595703125,0.9989641308784485,401.53765869140625,145.0207061767578,0.7491497993469238,381.86676025390625,131.88302612304688,0.9893652200698853,348.5373840332031,101.626953125,0.9989310503005981
120,435.28692626953125,154.61940002441406,0.9990967512130737,400.8928527832031,145.11767578125,0.8410159945487976,383.9499206542969,132.37225341796875,0.9857008457183838,348.6403503417969,101.94216918945312,0.9991188049316406
121,434.6470947265625,154.9715118408203,0.9993723630905151,398.1610412597656,145.98779296875,0.8853241205215454,382.99755859375,132.88626098632812,0.969717264175415,348.1098937988281,101.90724182128906,0.9989087581634521
122,433.3123474121094,157.2836456298828,0.9992260932922363,398.8929443359375,148.33648681640625,0.8952226638793945,376.63690185546875,134.5099334716797,0.9572638273239136,345.9210510253906,102.62152862548828,0.9968048334121704
123,431.9045715332031,158.395263671875,0.9984575510025024,398.40875244140625,150.78733825683594,0.5100107789039612,381.61407470703125,137.9086456298828,0.863913893699646,343.30517578125,101.05719757080078,0.9972224235534668
124,424.0672607421875,164.66493225097656,0.9908513426780701,396.3278503417969,154.02938842773438,0.6016051769256592,373.4178161621094,141.15667724609375,0.8168057799339294,339.80987548828125,105.21454620361328,0.9976614713668823
125,402.6855163574219,188.3960723876953,0.992619514465332,373.9581298828125,176.0094451904297,0.08430299162864685,365.0337829589844,172.5305938720703,0.18742457032203674,323.8570861816406,130.9932403564453,0.9963374137878418
