scorer,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000
bodyparts,indice,indice,indice,corazon,corazon,corazon,anular,anular,anular,menique,menique,menique
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
87,405.0440368652344,122.06084442138672,0.9989636540412903,372.2711486816406,110.02467346191406,0.8803403377532959,361.59637451171875,96.02201080322266,0.9715906977653503,329.36419677734375,54.233863830566406,0.9971405863761902
88,419.1215515136719,139.56578063964844,0.9987277388572693,382.4424133300781,124.73628234863281,0.6005575060844421,369.4635314941406,109.83998107910156,0.975283145904541,341.65057373046875,69.16043090820312,0.9992826581001282
89,427.13092041015625,151.02633666992188,0.9982501268386841,387.7134094238281,132.6719970703125,0.3476153016090393,373.3963623046875,119.50225830078125,0.9776597619056702,345.4095764160156,81.09204864501953,0.9968109130859375
90,446.4683532714844,202.82382202148438,0.9982175827026367,403.8228454589844,185.69068908691406,0.37805595993995667,388.00848388671875,171.73599243164062,0.9800524711608887,360.3199157714844,133.0152130126953,0.9988374710083008
91,446.54827880859375,215.02484130859375,0.999174952507019,405.0322265625,196.96055603027344,0.2842934727668762,387.4415283203125,183.92417907714844,0.9858124256134033,360.69366455078125,145.78775024414062,0.9989449977874756
92,446.5291748046875,237.49447631835938,0.9978298544883728,403.8368835449219,219.83778381347656,0.6293860673904419,386.2235107421875,204.73895263671875,0.9898912310600281,361.2867431640625,169.11817932128906,0.9990058541297913
93,443.278564453125,247.2787628173828,0.9976529479026794,399.19744873046875,230.6196746826172,0.2367573082447052,384.8267822265625,217.3434295654297,0.9883445501327515,360.4808349609375,179.58233642578125,0.9992244243621826
94,438.0635070800781,256.20501708984375,0.9985592365264893,398.6889343261719,239.4630126953125,0.4754466414451599,383.4861755371094,227.2936553955078,0.9900581240653992,358.27569580078125,190.36257934570312,0.998609185218811
95,425.6663818359375,276.2976379394531,0.9992198944091797,387.0211181640625,258.32330322265625,0.2928383946418762,371.9017333984375,246.5425567626953,0.9972273707389832,349.4637145996094,208.71990966796875,0.9993625283241272
96,422.1072082519531,280.9367370605469,0.9990090131759644,382.2835693359375,263.69097900390625,0.6867409944534302,369.33001708984375,251.62417602539062,0.9975671768188477,347.3560485839844,215.6475830078125,0.9995635747909546
97,420.0111083984375,283.6265869140625,0.9990681409835815,373.2588195800781,266.18597412109375,0.591194748878479,366.47918701171875,253.42410278320312,0.9933435916900635,345.2928161621094,217.85986328125,0.9985640048980713
98,415.2115783691406,286.3913879394531,0.9980981349945068,371.93817138671875,273.99884033203125,0.7762670516967773,361.4552307128906,262.8809509277344,0.9953144788742065,344.599609375,223.1256866455078,0.9987668395042419
99,410.3130798339844,288.86224365234375,0.9985873103141785,380.1851501464844,276.9028015136719,0.5677073001861572,359.0996398925781,264.2164306640625,0.9964718818664551,342.2477111816406,224.43186950683594,0.9997718334197998
100,410.8623962402344,290.8982238769531,0.9988272190093994,395.7215270996094,289.09759521484375,0.524228036403656,359.2622985839844,265.0561828613281,0.9970507621765137,340.8548889160156,226.0556640625,0.9999135732650757
101,415.3986511230469,289.74810791015625,0.9994653463363647,371.0337219238281,275.0143737792969,0.831889808177948,359.5035095214844,263.8846130371094,0.9937959313392639,341.8866882324219,224.07044982910156,0.999714195728302
102,417.027587890625,287.0824279785156,0.9992915987968445,374.1248779296875,270.1868896484375,0.6381595730781555,365.2947998046875,258.6838684082031,0.9942290186882019,342.3501281738281,222.47543334960938,0.9986491799354553
103,423.4804992675781,277.7903747558594,0.9986920952796936,384.7287902832031,262.8963623046875,0.5229968428611755,370.0937194824219,250.1002960205078,0.9979609251022339,346.1095886230469,212.81634521484375,0.999688982963562
104,430.8302307128906,271.0264892578125,0.9977835416793823,387.60009765625,254.86866760253906,0.5900635719299316,373.85491943359375,243.31173706054688,0.9960287809371948,349.158447265625,207.4515838623047,0.9976027011871338
105,437.9373474121094,231.24058532714844,0.9990531206130981,396.6849670410156,216.0896759033203,0.33482038974761963,381.2723693847656,200.78599548339844,0.9380983710289001,352.40960693359375,164.98826599121094,0.9997460842132568
106,437.2637023925781,205.35528564453125,0.9972827434539795,395.237060546875,189.5430450439453,0.2938116490840912,379.5188293457031,174.5576171875,0.9574368000030518,350.5032958984375,140.82029724121094,0.9968911409378052
107,436.208251953125,193.28956604003906,0.9995887875556946,391.3010559082031,176.58680725097656,0.20475777983665466,374.9919738769531,163.38131713867188,0.9756905436515808,349.1778869628906,127.83415222167969,0.9984399080276489
108,434.95440673828125,181.6170654296875,0.9997620582580566,390.2038269042969,164.18873596191406,0.2614107131958008,373.9144592285156,150.85519409179688,0.9801675081253052,345.9387512207031,119.17144775390625,0.9987055063247681
109,432.72125244140625,169.70443725585938,0.9985001087188721,389.0382385253906,153.75259399414062,0.3492218255996704,372.6427917480469,140.3359375,0.9357831478118896,344.66156005859375,106.14436340332031,0.9903470277786255
110,421.9242248535156,138.2578887939453,0.998220682144165,385.9251708984375,126.78291320800781,0.8188718557357788,368.7205810546875,115.19441986083984,0.9858853816986084,337.9320068359375,78.228515625,0.9977757930755615
111,418.75750732421875,131.91848754882812,0.9997973442077637,378.66583251953125,117.56173706054688,0.7579435110092163,365.38140869140625,104.46305084228516,0.9829940795898438,334.83941650390625,69.3238296508789,0.9993696808815002
112,409.05157470703125,120.26058197021484,0.9973459839820862,370.6870422363281,106.51761627197266,0.9035093784332275,355.946533203125,91.72618103027344,0.9939440488815308,329.0727844238281,59.8692512512207,0.9930127859115601
113,404.7271423339844,115.88655090332031,0.9998366832733154,367.736083984375,101.36384582519531,0.874147891998291,352.6106872558594,87.67169952392578,0.9961850643157959,327.82763671875,53.18930435180664,0.999061644077301
114,403.22479248046875,112.7835693359375,0.9998610019683838,365.6084899902344,97.20948791503906,0.50506192445755,351.0162658691406,84.68936920166016,0.9949743747711182,325.1171569824219,50.96126174926758,0.9996901750564575
115,401.6797180175781,107.40987396240234,0.9992672204971313,364.4737854003906,93.91851043701172,0.8121001124382019,347.23382568359375,80.19966888427734,0.9939960837364197,323.2556457519531,46.239891052246094,0.9974474906921387
116,401.2120361328125,106.59123229980469,0.9992343187332153,364.67364501953125,94.25817108154297,0.8558968305587769,348.5705871582031,80.62831115722656,0.9898039102554321,322.9848937988281,46.200016021728516,0.9977110624313354
117,400.5091552734375,105.79627990722656,0.9988307952880859,363.986083984375,94.04212188720703,0.8517223000526428,346.6024475097656,80.12515258789062,0.9922704100608826,322.7640686035156,44.210750579833984,0.9975143671035767
118,392.3942565917969,105.72504425048828,0.9973168969154358,358.03289794921875,93.55126190185547,0.87192302942276,344.21795654296875,80.68134307861328,0.9943841695785522,319.8581237792969,44.589202880859375,0.9966375827789307
