scorer,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000,DLC_resnet50_entrenamiento_mderechaJun21shuffle1_20000
bodyparts,indice,indice,indice,corazon,corazon,corazon,anular,anular,anular,menique,menique,menique
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
119,390.08697509765625,105.0555648803711,0.9988040924072266,356.9971008300781,93.39212036132812,0.8996649980545044,342.10003662109375,81.53563690185547,0.9967880845069885,317.8852233886719,44.95120620727539,0.9948278665542603
120,389.9530029296875,104.32562255859375,0.9987883567810059,358.3681945800781,95.58709716796875,0.9002439379692078,342.55218505859375,82.12360382080078,0.991449236869812,315.658447265625,45.45091247558594,0.9926406741142273
121,390.07415771484375,103.94580078125,0.9990546107292175,358.8150634765625,94.98912048339844,0.8863242268562317,342.7748718261719,82.06289672851562,0.9922112226486206,315.8211975097656,45.67279052734375,0.9922705888748169
122,392.3861083984375,105.36847686767578,0.9978002309799194,364.32147216796875,95.56344604492188,0.8468011617660522,346.188720703125,82.1086196899414,0.992487370967865,318.5892333984375,45.23303985595703,0.9973162412643433
123,394.9223937988281,109.05511474609375,0.996688723564148,359.9273986816406,97.4305648803711,0.7854463458061218,350.23309326171875,84.01023864746094,0.9763765931129456,321.1531982421875,49.91683578491211,0.9995496273040771
124,400.083251953125,114.85946655273438,0.9997333288192749,367.2045593261719,100.8039779663086,0.47985246777534485,351.543212890625,88.78587341308594,0.9778415560722351,324.7532653808594,53.83353042602539,0.9996112585067749
125,419.8796081542969,144.62806701660156,0.9997549057006836,382.15252685546875,130.23268127441406,0.6967849135398865,368.2823181152344,119.43424224853516,0.9559404850006104,338.84765625,83.11328887939453,0.9991903305053711
126,431.2532958984375,169.9959716796875,0.9978489875793457,389.9056701660156,157.24684143066406,0.6772425174713135,379.54046630859375,145.94947814941406,0.9548771381378174,347.32763671875,110.63944244384766,0.9924311637878418
127,435.1616516113281,182.9016876220703,0.9995685815811157,402.95855712890625,171.9318389892578,0.25539731979370117,382.1695861816406,155.53890991210938,0.9074821472167969,351.66314697265625,123.51923370361328,0.9980870485305786
128,437.9220275878906,195.39292907714844,0.9996805191040039,403.1303405761719,186.9281005859375,0.6973192095756531,385.7659912109375,171.42665100097656,0.9586073160171509,354.105224609375,133.76922607421875,0.9996800422668457
129,438.6425476074219,208.2001953125,0.9991681575775146,404.4189453125,195.76332092285156,0.5905309915542603,383.9206237792969,183.2418670654297,0.9866352081298828,356.0758361816406,145.8118133544922,0.9995761513710022
130,436.2410888671875,239.1258544921875,0.9988609552383423,398.153564453125,225.5555419921875,0.6841888427734375,383.34613037109375,212.47784423828125,0.9858344197273254,355.7394104003906,176.82350158691406,0.9997579455375671
131,436.1632385253906,247.18531799316406,0.9993269443511963,398.765869140625,235.12464904785156,0.5134282112121582,383.71514892578125,221.60940551757812,0.9880343675613403,356.541259765625,186.072998046875,0.999282717704773
132,433.4808654785156,262.19873046875,0.9996351003646851,397.73822021484375,250.0920867919922,0.4158880114555359,378.6822814941406,236.10498046875,0.9829825162887573,354.6737976074219,199.6597442626953,0.9998425245285034
133,431.858154296875,268.40130615234375,0.9987951517105103,396.8904113769531,257.32080078125,0.648192286491394,379.5091552734375,243.44485473632812,0.9966365098953247,352.8611145019531,206.2357940673828,0.9996433258056641
134,427.4537658691406,273.2398986816406,0.9991538524627686,388.9317626953125,260.3228454589844,0.6607980728149414,374.5447692871094,247.26358032226562,0.9959396123886108,351.3977355957031,210.7642059326172,0.9997631311416626
135,421.3529357910156,282.408203125,0.9987290501594543,388.0885925292969,270.5877990722656,0.6299479007720947,369.47100830078125,258.8470458984375,0.9985812902450562,347.84478759765625,222.7124481201172,0.9959539175033569
136,419.3791809082031,285.0856628417969,0.998698890209198,385.79461669921875,272.6299133300781,0.5947081446647644,368.96270751953125,260.5719909667969,0.9981457591056824,347.3897399902344,223.78546142578125,0.9983357191085815
137,417.841552734375,285.58721923828125,0.9992266893386841,380.3659362792969,273.12652587890625,0.5825071334838867,366.7951354980469,262.2895812988281,0.997888445854187,346.3606872558594,224.8785400390625,0.9989115595817566
138,417.0626220703125,287.11529541015625,0.9992433786392212,379.96746826171875,273.6158447265625,0.5166080594062805,366.583251953125,262.2802734375,0.9970282316207886,345.3269348144531,225.91629028320312,0.9991510510444641
139,416.0311584472656,287.04193115234375,0.9993588924407959,381.00299072265625,275.1134033203125,0.4730420410633087,364.912109375,263.0820617675781,0.9961956143379211,344.7783203125,226.54403686523438,0.9995629787445068
140,408.9235534667969,287.2694091796875,0.9981595873832703,381.3612060546875,276.69818115234375,0.4419094920158386,361.2545166015625,263.99700927734375,0.9917616844177246,342.6492004394531,226.78363037109375,0.9998477101325989
141,408.88677978515625,286.9233093261719,0.9978694319725037,381.3675842285156,276.36273193359375,0.4434205889701843,361.8890075683594,263.7840270996094,0.9926987886428833,342.5296936035156,226.48257446289062,0.9998462200164795
142,409.5528564453125,287.02325439453125,0.997757077217102,374.20458984375,275.76898193359375,0.6071778535842896,361.4604187011719,263.3854064941406,0.9931782484054565,341.9289855957031,226.2778778076172,0.9998762607574463
143,415.2142639160156,285.1177673339844,0.9974329471588135,373.37103271484375,273.4685974121094,0.6010646820068359,362.837890625,262.1357727050781,0.9930368661880493,342.1416320800781,225.34327697753906,0.9998245239257812
144,418.32476806640625,279.5796813964844,0.9993420839309692,382.79400634765625,263.0791320800781,0.23877814412117004,368.6075439453125,252.10403442382812,0.9863629937171936,344.5843200683594,218.0833740234375,0.9980440139770508
145,432.9720153808594,245.43043518066406,0.9990960359573364,422.7524108886719,242.58238220214844,0.028001457452774048,382.6606140136719,213.81207275390625,0.2904050350189209,356.19482421875,180.19891357421875,0.9407283663749695
146,435.7947082519531,226.11598205566406,0.998145580291748,397.95794677734375,204.3636932373047,0.03367704153060913,385.6772766113281,196.84542846679688,0.3002399802207947,359.1024169921875,159.779296875,0.8222872018814087
147,442.0461120605469,177.73170471191406,0.9938598871231079,396.373046875,156.89120483398438,0.22528699040412903,387.7430419921875,148.87240600585938,0.8223577737808228,358.7729797363281,108.99751281738281,0.9816402196884155
148,442.20794677734375,149.3417510986328,0.9926791191101074,395.4687194824219,131.494384765625,0.09159576892852783,386.5692443847656,118.76941680908203,0.7026782035827637,357.8995361328125,79.98944091796875,0.9824193716049194
149,439.8418884277344,120.8665771484375,0.9815322160720825,394.86920166015625,99.67195892333984,0.18045464158058167,388.46600341796875,91.07337951660156,0.476230651140213,355.22021484375,49.18711471557617,0.9617198705673218
150,420.5592956542969,26.891279220581055,0.9902148246765137,376.2190856933594,3.834489583969116,0.36204224824905396,379.3094787597656,0.23510003089904785,0.014361381530761719,374.48590087890625,4.477236747741699,0.053810179233551025
151,414.73046875,-0.2536797523498535,0.13451549410820007,411.6226806640625,0.7258844375610352,0.0668691098690033,410.4776916503906,4.326193809509277,0.00223696231842041,408.0600280761719,5.7422003746032715,0.002621471881866455
152,761.8012084960938,286.677978515625,0.0001006272723316215,-6.9530839920043945,-0.7376728057861328,0.00019624829292297363,769.6408081054688,281.5268249511719,6.441539153456688e-05,-3.0060677528381348,1.0907049179077148,0.00029143691062927246
153,761.7630615234375,286.6622314453125,6.376926467055455e-05,-6.6009321212768555,-0.9720983505249023,0.0002193748950958252,0.5639603137969971,-4.360598564147949,5.159530701348558e-05,-2.810610771179199,1.183539628982544,0.00029352307319641113
154,761.9649047851562,286.9231872558594,8.093003270914778e-05,-6.961478233337402,-1.270899772644043,0.00020769238471984863,769.1559448242188,281.78814697265625,5.400946974987164e-05,-2.8301305770874023,1.276463270187378,0.00027951598167419434
155,762.1407470703125,287.204833984375,6.447230407502502e-05,-6.641399383544922,-0.9127178192138672,0.00023347139358520508,0.7327144145965576,-5.2074737548828125,4.776111018145457e-05,-3.221457004547119,1.5760741233825684,0.00027757883071899414
156,762.3334350585938,287.2849426269531,6.30988652119413e-05,-6.672244071960449,-0.7237081527709961,0.00023871660232543945,1.053778886795044,-5.022115707397461,4.882202483713627e-05,-3.176133632659912,1.6445364952087402,0.000284343957901001
157,762.517578125,287.0870361328125,5.247953595244326e-05,-6.835447311401367,-0.9056119918823242,0.00022915005683898926,0.8846466541290283,-4.863591194152832,5.208394941291772e-05,-3.1389689445495605,1.8795392513275146,0.0003179311752319336
158,762.09033203125,286.7540283203125,5.610143853118643e-05,-6.639458656311035,-0.5641365051269531,0.00025472044944763184,1.2279505729675293,-4.796877861022949,5.0839305913541466e-05,-2.9945335388183594,1.7894861698150635,0.00030681490898132324
159,762.14501953125,287.0142822265625,6.329992902465165e-05,-6.436906814575195,-0.5746197700500488,0.00024193525314331055,1.137782096862793,-4.886350631713867,4.969747897121124e-05,-3.311556339263916,2.133340358734131,0.00029730796813964844
160,-3.209723472595215,-6.016556739807129,5.690849502570927e-05,-6.553050994873047,-0.38892316818237305,0.0002657771110534668,1.2190601825714111,-4.293674468994141,4.904036541120149e-05,-2.6847453117370605,1.703031063079834,0.0003243386745452881
161,761.9791870117188,287.1838073730469,7.500596257159486e-05,-6.410303115844727,-0.7109074592590332,0.0002655982971191406,768.6685791015625,282.11859130859375,5.172931923880242e-05,-2.537147045135498,1.3196594715118408,0.00032407045364379883
162,762.2034912109375,287.0774230957031,5.8525278291199356e-05,-6.889312744140625,-0.7093443870544434,0.00024396181106567383,0.9164025783538818,-4.0893402099609375,4.734854883281514e-05,-2.5554871559143066,1.3082873821258545,0.00032648444175720215
163,762.2560424804688,286.7822265625,7.161017856560647e-05,-6.600951194763184,-0.610985279083252,0.00022724270820617676,768.7422485351562,281.70574951171875,5.063873322797008e-05,-2.7497358322143555,1.1112165451049805,0.0002917051315307617
164,761.7518310546875,286.8419189453125,5.8442456065677106e-05,-6.940422058105469,-0.4298090934753418,0.00020170211791992188,1.0335488319396973,-4.1136627197265625,4.3270007154205814e-05,-2.7610926628112793,1.2927725315093994,0.00029456615447998047
165,761.6585083007812,287.1263122558594,5.292312926030718e-05,-6.967144012451172,-0.5516304969787598,0.00017753243446350098,768.9190063476562,282.3441467285156,3.671969534480013e-05,-2.8313536643981934,0.9170560836791992,0.00024068355560302734
166,761.50439453125,286.81103515625,6.767680315533653e-05,-7.125129699707031,-0.20189332962036133,0.00018650293350219727,769.1892700195312,281.96771240234375,4.406279549584724e-05,-2.670834541320801,1.1467869281768799,0.0002923011779785156
167,761.9105834960938,286.77178955078125,5.8980531321140006e-05,-6.964694023132324,-0.46392250061035156,0.00019118189811706543,769.0655517578125,281.91204833984375,4.184164936305024e-05,-2.7354354858398438,0.8059983253479004,0.00024712085723876953
168,761.6881713867188,286.9688415527344,8.489819447277114e-05,-7.072479248046875,-0.5767393112182617,0.00018855929374694824,769.151123046875,282.2300720214844,5.7849618315231055e-05,-2.651529312133789,0.8293497562408447,0.00025647878646850586
169,761.6573486328125,287.0357666015625,4.58831200376153e-05,-6.721648216247559,-0.566650390625,0.00019606947898864746,0.8925905227661133,-4.57968807220459,4.036224709125236e-05,-2.69547176361084,0.9042568206787109,0.00024947524070739746
170,762.105712890625,286.803955078125,5.160524960956536e-05,-6.865423202514648,-0.5610823631286621,0.0002027451992034912,0.8151891231536865,-4.565516471862793,4.125074337935075e-05,-2.708591938018799,0.7874774932861328,0.00025585293769836426
171,762.2384643554688,287.11175537109375,5.192514800000936e-05,-6.859714508056641,-0.6574325561523438,0.00018721818923950195,1.1049680709838867,-4.577483177185059,4.014079604530707e-05,-2.7399377822875977,0.7783565521240234,0.00023350119590759277
172,-3.842548370361328,-7.05589485168457,4.520486618275754e-05,-7.198671340942383,-0.472994327545166,0.00019022822380065918,1.1899423599243164,-4.5252275466918945,4.1448980482527986e-05,-2.722201347351074,0.6310789585113525,0.00025144219398498535
173,-3.8802738189697266,-7.145200729370117,4.6883535105735064e-05,-6.761984825134277,-0.3803253173828125,0.00020614266395568848,1.0721747875213623,-4.558402061462402,4.309391442802735e-05,-2.7882895469665527,0.6323823928833008,0.0002529323101043701
174,762.2492065429688,287.0462646484375,6.0667349316645414e-05,-7.097434043884277,-0.39525794982910156,0.000205308198928833,768.92431640625,282.285888671875,4.3743209971580654e-05,-2.577016830444336,0.7817649841308594,0.0002746284008026123
175,761.9520874023438,287.0648193359375,7.128081051632762e-05,-6.736367225646973,-0.5241498947143555,0.00018703937530517578,769.04345703125,282.47052001953125,4.981045640306547e-05,-2.767691135406494,0.686561107635498,0.00023058056831359863
176,761.9441528320312,287.2377624511719,5.3328800277085975e-05,-7.487347602844238,-0.6234030723571777,0.00017255544662475586,1.33247971534729,-4.582735061645508,3.930610546376556e-05,-2.851402759552002,0.5533711910247803,0.00025963783264160156
177,762.60009765625,286.7904357910156,4.827799421036616e-05,-7.015178680419922,-0.5595889091491699,0.0001888573169708252,1.0677599906921387,-4.581372261047363,4.105815605726093e-05,-2.673506259918213,0.7362382411956787,0.00024622678756713867
178,762.1484375,286.9918518066406,4.544606417766772e-05,-7.400713920593262,-0.4383068084716797,0.00018066167831420898,1.2253217697143555,-4.575661659240723,3.9182075852295384e-05,-2.8152432441711426,0.7036230564117432,0.0002563893795013428
179,762.0056762695312,287.0047302246094,4.619763058144599e-05,-7.467413902282715,-0.7694482803344727,0.00018617510795593262,1.1878113746643066,-4.46246337890625,3.907542486558668e-05,-2.7167720794677734,0.6434628963470459,0.0002739429473876953
180,762.0518798828125,286.9968566894531,4.551242454908788e-05,-7.288745880126953,-0.49184560775756836,0.00019368529319763184,0.960801362991333,-4.447580337524414,4.368826193967834e-05,-2.554335594177246,0.9092209339141846,0.000276714563369751
181,762.22021484375,287.0306396484375,6.152201240183786e-05,-6.95228385925293,-0.6948256492614746,0.00019815564155578613,769.1485595703125,282.0426940917969,4.833447383134626e-05,-2.655170440673828,0.740262508392334,0.00025472044944763184
182,762.0466918945312,287.2069396972656,7.965329859871417e-05,-6.972293853759766,-0.5983419418334961,0.0002008676528930664,768.9884033203125,282.19683837890625,5.879206219105981e-05,-2.4221882820129395,0.9009175300598145,0.00028502941131591797
183,761.6721801757812,287.22113037109375,6.451659282902256e-05,-6.7286224365234375,-0.422482967376709,0.00019985437393188477,769.2349853515625,282.50933837890625,4.89804006065242e-05,-2.612090587615967,0.9613447189331055,0.0002713501453399658
184,762.1762084960938,286.82354736328125,5.6217981182271615e-05,-7.062840461730957,-0.45345449447631836,0.00020623207092285156,0.996953010559082,-4.370344161987305,4.448947584023699e-05,-2.6491360664367676,0.7679774761199951,0.00028955936431884766
185,-3.938533306121826,-7.161063194274902,4.104101026314311e-05,-6.88527774810791,-0.5322256088256836,0.0001958906650543213,0.7855145931243896,-4.446855545043945,4.1811093979049474e-05,-2.6741418838500977,0.4802401065826416,0.0002459883689880371
186,761.8439331054688,287.0849609375,5.9512152802199125e-05,-7.118659019470215,-0.7323770523071289,0.00019377470016479492,768.9950561523438,282.1207275390625,4.4779568270314485e-05,-2.7412028312683105,0.38588428497314453,0.0002509951591491699
187,762.0093383789062,286.6919860839844,6.025686161592603e-05,-7.053620338439941,-0.8285384178161621,0.00020772218704223633,1.002448320388794,-4.554108619689941,4.265571624273434e-05,-2.821662425994873,0.44516515731811523,0.00025576353073120117
188,761.89306640625,287.03179931640625,4.805695061804727e-05,-6.892229080200195,-0.6247754096984863,0.00020039081573486328,0.6314778327941895,-4.440839767456055,4.2656163714127615e-05,-2.607936382293701,0.7636079788208008,0.000261455774307251
189,762.313232421875,286.6713562011719,6.80414741509594e-05,-6.475069046020508,-0.5986175537109375,0.00021922588348388672,768.9588012695312,281.78857421875,4.9787326133809984e-05,-2.5053772926330566,0.6785502433776855,0.0002639293670654297
190,762.3109130859375,286.4825439453125,5.762078581028618e-05,-6.725049018859863,-0.5085902214050293,0.0002409517765045166,1.050307035446167,-4.388422012329102,4.902320506516844e-05,-2.3494153022766113,0.7339236736297607,0.0002824068069458008
191,761.8650512695312,287.203857421875,6.858003325760365e-05,-6.546618461608887,-0.4186577796936035,0.00021845102310180664,768.6859130859375,282.28717041015625,5.2489245717879385e-05,-2.549811363220215,0.6638627052307129,0.0002675950527191162
192,762.3997802734375,287.1922302246094,5.463924026116729e-05,-6.8588762283325195,-0.6667647361755371,0.00020951032638549805,0.9826099872589111,-4.486059188842773,4.384080966701731e-05,-2.6096324920654297,0.6008453369140625,0.0002638101577758789
193,761.9740600585938,287.2753601074219,6.298391235759482e-05,-6.699002265930176,-0.7886567115783691,0.0001933276653289795,769.0224609375,282.2888488769531,4.781621100846678e-05,-2.694916248321533,0.5761706829071045,0.00024390220642089844
194,762.034423828125,287.22015380859375,6.267814023885876e-05,-6.697033882141113,-0.726069450378418,0.0001964271068572998,768.8740844726562,282.53289794921875,4.806863944395445e-05,-2.794616222381592,0.8075926303863525,0.000269472599029541
195,762.21484375,287.2125244140625,5.228221561992541e-05,-6.656023979187012,-0.6841583251953125,0.0002302229404449463,0.7540757656097412,-4.227207183837891,4.7539531806251034e-05,-2.5405454635620117,0.8923430442810059,0.00029349327087402344
196,-3.786932945251465,-7.089566230773926,4.747053390019573e-05,-7.180885314941406,-0.6761798858642578,0.0002135932445526123,0.9386708736419678,-4.334095001220703,4.634227661881596e-05,-2.5756330490112305,0.7637660503387451,0.00030356645584106445
197,-3.668552875518799,-6.846218109130859,5.146802504896186e-05,-6.796516418457031,-0.6155877113342285,0.0002262890338897705,0.6394772529602051,-4.268240928649902,4.93838160764426e-05,-2.5446338653564453,0.9744737148284912,0.0003198087215423584
198,-3.8563575744628906,-6.806269645690918,4.8916586820269004e-05,-7.0474958419799805,-0.7941217422485352,0.0002155601978302002,1.0405340194702148,-4.313865661621094,5.002615580451675e-05,-2.540590763092041,0.8663120269775391,0.0003026723861694336
199,-3.7613682746887207,-7.0462141036987305,4.22364282712806e-05,-6.953487396240234,-0.8420600891113281,0.00020310282707214355,0.7810831069946289,-4.556690216064453,4.587248986354098e-05,-2.698174476623535,0.7794723510742188,0.00027421116828918457
200,-3.821099281311035,-6.98126220703125,4.2284347728127614e-05,-7.17711067199707,-0.9444022178649902,0.00019612908363342285,0.9146530628204346,-4.4085540771484375,4.4543008698383346e-05,-2.6675286293029785,0.5112447738647461,0.0002643167972564697
201,-3.683445930480957,-6.9283552169799805,4.3260311940684915e-05,-6.903005599975586,-1.090810775756836,0.0002047717571258545,0.962151050567627,-4.477861404418945,4.343418186181225e-05,-2.8661694526672363,0.38860321044921875,0.00025215744972229004
202,-3.8702292442321777,-6.95543098449707,4.006651943200268e-05,-6.808768272399902,-1.0289082527160645,0.00019660592079162598,0.8869280815124512,-4.3867082595825195,4.307020572014153e-05,-2.8566904067993164,0.6436433792114258,0.00025731325149536133
203,762.198974609375,287.2944641113281,4.702553269453347e-05,-6.504934310913086,-0.9831886291503906,0.0002256631851196289,0.6428709030151367,-4.218428611755371,4.7335546696558595e-05,-2.619231700897217,0.8727850914001465,0.0002849996089935303
204,-3.8096089363098145,-6.783071517944336,4.266812538844533e-05,-6.966509819030762,-1.106658935546875,0.0002104640007019043,0.8340127468109131,-4.4384260177612305,4.5399327063933015e-05,-2.6960291862487793,0.5904951095581055,0.0002636909484863281
205,-3.7608985900878906,-6.655207633972168,4.710695429821499e-05,-6.379249572753906,-0.7767324447631836,0.0002339482307434082,0.5318083763122559,-4.125814437866211,4.894094308838248e-05,-2.7765555381774902,0.7270359992980957,0.00029790401458740234
206,-3.7531843185424805,-6.801440238952637,4.175287904217839e-05,-6.799897193908691,-0.8098654747009277,0.00020369887351989746,0.7529046535491943,-4.12020206451416,4.438065298018046e-05,-2.7305212020874023,0.8126661777496338,0.00028252601623535156
207,-3.582554340362549,-6.507427215576172,5.13632403453812e-05,-6.103752136230469,-0.7635765075683594,0.0002574324607849121,0.5233867168426514,-3.9584736824035645,4.958740828442387e-05,-2.4830079078674316,0.8698551654815674,0.0002923309803009033
208,-3.5357208251953125,-6.71099853515625,4.578302468871698e-05,-6.585353851318359,-0.7463288307189941,0.0002345442771911621,0.7856237888336182,-4.314589500427246,4.5608190703205764e-05,-2.52323579788208,0.5617513656616211,0.00026404857635498047
