scorer,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,objectA,objectA,objectA
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,303.2458190917969,228.31358337402344,0.992692768573761,265.6077575683594,244.02362060546875,0.958588182926178,238.0095672607422,238.08547973632812,0.9793318510055542,205.65538024902344,210.5123291015625,0.978843629360199
1,303.0458984375,228.52578735351562,0.9916490912437439,264.84759521484375,244.47279357910156,0.9580044746398926,237.85438537597656,238.2623748779297,0.9766575694084167,205.4439697265625,210.5379180908203,0.9785584211349487
2,302.9441833496094,228.4882049560547,0.9911911487579346,265.5865783691406,244.00047302246094,0.9562180042266846,237.96815490722656,237.96493530273438,0.977243185043335,205.68858337402344,210.52947998046875,0.9774523377418518
3,303.1082458496094,228.50677490234375,0.9917337894439697,264.6777648925781,244.83067321777344,0.9568074941635132,238.12860107421875,238.00440979003906,0.9758336544036865,205.620849609375,210.46107482910156,0.9781924486160278
4,302.9410400390625,228.5778045654297,0.9910184741020203,264.9442443847656,245.12399291992188,0.9568274021148682,237.83531188964844,237.87924194335938,0.9765669107437134,205.32940673828125,210.54873657226562,0.9791006445884705
5,302.6756896972656,228.35792541503906,0.9902445077896118,264.9901428222656,244.69007873535156,0.9599288702011108,238.44964599609375,238.10691833496094,0.9761021137237549,202.98561096191406,209.37030029296875,0.9805952310562134
6,302.792236328125,228.427490234375,0.9900892376899719,264.94879150390625,244.66062927246094,0.9581314921379089,238.4736328125,237.61595153808594,0.976684033870697,199.8963165283203,208.34738159179688,0.9911801218986511
7,302.4510498046875,228.2215576171875,0.9874880313873291,265.0343017578125,242.4146728515625,0.9563114643096924,238.0747833251953,235.69656372070312,0.9361261129379272,194.46322631835938,202.4661102294922,0.9940338134765625
8,300.6988220214844,227.91114807128906,0.9832438826560974,260.14471435546875,238.06277465820312,0.954609751701355,234.62538146972656,232.39596557617188,0.9326572418212891,192.60911560058594,197.8599395751953,0.995686948299408
9,286.15130615234375,215.71495056152344,0.9817008972167969,245.9412841796875,225.8590087890625,0.9742341041564941,221.5132293701172,221.80699157714844,0.9495620727539062,190.0666961669922,193.54554748535156,0.985496461391449
10,284.5672912597656,205.2518310546875,0.957866907119751,237.8513641357422,208.19261169433594,0.9281144142150879,210.36863708496094,205.94284057617188,0.9173091650009155,188.3984375,183.5764617919922,0.9862443804740906
11,288.2614440917969,204.5416717529297,0.9739757776260376,234.0669708251953,206.71044921875,0.8722773790359497,208.67039489746094,203.2040252685547,0.8793926239013672,182.69998168945312,176.48509216308594,0.9944241046905518
12,290.1153564453125,204.52809143066406,0.9759126901626587,235.8943634033203,206.71067810058594,0.8658018708229065,207.9758758544922,201.30972290039062,0.9011690616607666,182.0563507080078,175.08787536621094,0.9911835193634033
13,293.12017822265625,207.1282958984375,0.9792212843894958,241.33050537109375,206.19219970703125,0.8592705130577087,209.55551147460938,200.88095092773438,0.905441164970398,180.07838439941406,173.8467559814453,0.9915211200714111
14,293.651123046875,207.1619415283203,0.9760136008262634,240.86358642578125,205.47190856933594,0.8268073201179504,208.34317016601562,198.35887145996094,0.9056157469749451,178.99586486816406,172.63209533691406,0.9875181317329407
15,298.1293640136719,209.20591735839844,0.9745666980743408,245.1044158935547,208.47354125976562,0.7463985681533813,212.62940979003906,200.9960479736328,0.9050440788269043,178.84339904785156,172.19761657714844,0.9864051938056946
16,298.549560546875,210.3323211669922,0.9731535911560059,243.2053985595703,209.3596649169922,0.790975034236908,210.91139221191406,199.9049835205078,0.9158933162689209,182.56103515625,172.69247436523438,0.9870628118515015
17,298.1153564453125,209.56832885742188,0.9718513488769531,242.62310791015625,209.45860290527344,0.8223482370376587,211.1853485107422,199.50462341308594,0.9058401584625244,182.85350036621094,172.71229553222656,0.9873101115226746
18,292.6767883300781,205.94847106933594,0.9755479693412781,240.7293243408203,206.04150390625,0.8305588960647583,208.00921630859375,199.16387939453125,0.8913295269012451,178.23207092285156,171.9458465576172,0.9854703545570374
19,291.86798095703125,204.90655517578125,0.9769344329833984,241.5310821533203,206.28216552734375,0.8969293236732483,205.1426239013672,201.478759765625,0.8449010848999023,179.50225830078125,181.80418395996094,0.9969115257263184
20,288.1270446777344,201.61810302734375,0.977630615234375,242.82369995117188,209.33946228027344,0.9340271949768066,208.99754333496094,211.27728271484375,0.9244036674499512,192.95364379882812,194.5737762451172,0.9866691827774048
21,287.47869873046875,201.8582000732422,0.9785900115966797,242.9817352294922,209.08750915527344,0.944672703742981,212.19271850585938,214.87875366210938,0.9239159226417542,193.42640686035156,196.2051239013672,0.9895337820053101
22,287.40948486328125,201.3420867919922,0.9762645959854126,242.95860290527344,208.91976928710938,0.9429299235343933,215.03724670410156,217.72161865234375,0.8927198052406311,192.96719360351562,196.19654846191406,0.9907997846603394
23,285.14556884765625,200.96231079101562,0.9625123739242554,240.03311157226562,208.10289001464844,0.9152493476867676,215.87750244140625,219.04541015625,0.8922643661499023,193.87681579589844,197.14443969726562,0.9931758642196655
24,284.11328125,200.54983520507812,0.9589052796363831,239.29576110839844,207.63975524902344,0.9038673043251038,215.02015686035156,219.4017791748047,0.8929899334907532,194.20843505859375,196.81898498535156,0.9932329058647156
25,284.8568115234375,200.96939086914062,0.9642027616500854,233.63592529296875,209.9619140625,0.8616651892662048,216.9428253173828,228.294677734375,0.9574214220046997,195.6949920654297,196.73634338378906,0.9946310520172119
26,284.3514709472656,200.95526123046875,0.9632518291473389,239.32142639160156,208.59165954589844,0.667357861995697,229.83734130859375,235.4209747314453,0.9759050607681274,196.14515686035156,197.2731475830078,0.9967000484466553
27,284.0463562011719,200.91506958007812,0.9647855758666992,238.4189910888672,208.1611328125,0.6087377071380615,229.30416870117188,235.1941680908203,0.9779529571533203,195.95274353027344,196.82032775878906,0.9969542622566223
28,283.8924865722656,200.54397583007812,0.9700111150741577,239.3367156982422,208.44003295898438,0.7634636163711548,230.3576202392578,235.32920837402344,0.9768232107162476,196.10211181640625,197.1220703125,0.9970755577087402
29,283.44732666015625,200.42034912109375,0.9719908833503723,239.06080627441406,208.4498291015625,0.7931655645370483,230.1056365966797,235.40855407714844,0.9776164293289185,196.2715301513672,197.0382537841797,0.9970014691352844
30,283.1772155761719,200.39361572265625,0.9698696732521057,250.7147979736328,218.610107421875,0.8953540325164795,228.5870819091797,235.9582977294922,0.9734125733375549,196.4313201904297,197.89320373535156,0.9973617792129517
31,283.0072326660156,199.89517211914062,0.9605215191841125,263.6553955078125,230.549072265625,0.9436043500900269,229.0786590576172,236.1122589111328,0.9655587673187256,196.36363220214844,197.49217224121094,0.9976073503494263
32,282.9053039550781,200.0902557373047,0.9366658926010132,266.260009765625,230.6930389404297,0.7886650562286377,229.10455322265625,236.29141235351562,0.9666122198104858,195.90443420410156,197.57882690429688,0.9978379011154175
33,281.8533020019531,199.85931396484375,0.9420903921127319,267.8840026855469,234.36952209472656,0.8205560445785522,228.93186950683594,236.0113067626953,0.967622697353363,196.3778533935547,197.04400634765625,0.9976484775543213
34,281.1965026855469,199.3830108642578,0.94383704662323,266.3514709472656,231.04957580566406,0.8237693309783936,228.61553955078125,235.7027587890625,0.9665417075157166,195.79150390625,196.7122039794922,0.9977115988731384
35,282.7240905761719,199.73915100097656,0.9403497576713562,267.3614196777344,233.86451721191406,0.8421789407730103,228.25885009765625,235.8233642578125,0.9667765498161316,196.21282958984375,197.17648315429688,0.9975376129150391
36,289.472900390625,205.02369689941406,0.9741431474685669,267.87615966796875,233.84364318847656,0.8410360813140869,228.48507690429688,236.28384399414062,0.9593697786331177,196.0863494873047,197.60719299316406,0.9977138042449951
37,308.024169921875,219.49832153320312,0.9836181402206421,268.61199951171875,237.2493896484375,0.8759369850158691,228.8051300048828,236.85247802734375,0.939285397529602,195.49374389648438,197.66177368164062,0.9974207878112793
38,309.35931396484375,219.92178344726562,0.9816125631332397,268.36566162109375,237.38551330566406,0.8726315498352051,228.3663330078125,237.03126525878906,0.9361537098884583,195.47259521484375,197.83096313476562,0.9975597858428955
39,309.34332275390625,220.70022583007812,0.9833402633666992,267.4437255859375,237.1053009033203,0.8844608068466187,225.477783203125,236.80816650390625,0.9385101795196533,195.69451904296875,198.28855895996094,0.9976330995559692
40,309.603271484375,221.55511474609375,0.982062816619873,267.30633544921875,237.35269165039062,0.8885204792022705,226.5743408203125,236.75552368164062,0.9402391910552979,195.32846069335938,198.14346313476562,0.9976598024368286
41,310.4254150390625,222.1858367919922,0.9843707084655762,267.6312255859375,238.13803100585938,0.8984858393669128,226.5583038330078,237.33863830566406,0.9467471837997437,194.98297119140625,198.45166015625,0.9976431131362915
