scorer,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000,DLC_resnet50_21jul-mderJul21shuffle1_10000
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,objectA,objectA,objectA
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
69,417.2994079589844,218.5040283203125,0.983808696269989,391.2505798339844,239.05526733398438,0.9524658918380737,344.2560729980469,245.20526123046875,0.9757266044616699,303.16119384765625,213.4177703857422,0.9927938580513
70,417.4512634277344,218.52423095703125,0.9834652543067932,391.2830505371094,239.426513671875,0.9483211040496826,344.5377502441406,244.8792724609375,0.9758658409118652,303.198486328125,213.81265258789062,0.9928834438323975
71,417.2277526855469,218.42822265625,0.9834810495376587,390.45672607421875,239.3463134765625,0.9510959982872009,344.2699279785156,245.19308471679688,0.9761494398117065,302.71270751953125,212.80813598632812,0.9916765093803406
72,416.99664306640625,219.11512756347656,0.9860309362411499,388.3365783691406,240.67037963867188,0.9589523077011108,347.20050048828125,245.45521545410156,0.9634498953819275,302.1574401855469,211.9530487060547,0.9912216663360596
73,429.99139404296875,214.8214874267578,0.9793168306350708,387.939208984375,243.23374938964844,0.8664803504943848,348.0020446777344,242.48501586914062,0.9229698181152344,302.1240539550781,212.2574920654297,0.9916958212852478
74,436.0521545410156,210.28517150878906,0.9907716512680054,390.6784973144531,242.94842529296875,0.8045980334281921,349.30859375,242.54762268066406,0.9009485244750977,301.86199951171875,211.690673828125,0.9902811050415039
75,445.8214416503906,194.3317108154297,0.9893566966056824,414.60101318359375,224.38726806640625,0.8098412752151489,359.9242248535156,234.14077758789062,0.8955581784248352,303.1405334472656,205.5969696044922,0.9794979095458984
76,447.1808776855469,190.26882934570312,0.9826180338859558,421.9334411621094,215.8231658935547,0.8841044902801514,371.9316711425781,229.5330047607422,0.9500964879989624,306.3270263671875,199.71331787109375,0.9880378842353821
77,447.85284423828125,189.1077117919922,0.9808511137962341,427.2419128417969,211.80880737304688,0.9340412020683289,381.5049743652344,220.0445556640625,0.8167850971221924,311.4125061035156,195.49317932128906,0.9934303760528564
78,448.1647033691406,189.3636016845703,0.9775946140289307,428.31036376953125,209.8347930908203,0.9444212317466736,388.9254150390625,215.8157196044922,0.9086498618125916,311.55438232421875,195.03147888183594,0.9869503974914551
79,448.5966796875,188.65000915527344,0.9778825044631958,430.1386413574219,206.77752685546875,0.9496427178382874,393.4453430175781,213.0732421875,0.9429965019226074,311.431640625,194.34622192382812,0.984470546245575
80,449.0653991699219,188.5522003173828,0.9783043265342712,431.0835266113281,206.17123413085938,0.9535197019577026,395.22833251953125,210.06460571289062,0.9537756443023682,311.2485046386719,195.3155975341797,0.9815228581428528
81,449.4849548339844,188.970703125,0.980717658996582,429.0137023925781,207.0905303955078,0.950931191444397,395.72027587890625,209.0814666748047,0.9512940049171448,310.85833740234375,195.00364685058594,0.9813684225082397
82,449.4308776855469,188.66844177246094,0.9784667491912842,429.50518798828125,206.6441192626953,0.9530947208404541,396.0495300292969,209.0055694580078,0.9484378099441528,309.3636474609375,195.7944793701172,0.9837594628334045
83,448.72528076171875,190.2175750732422,0.9879016876220703,428.4796142578125,208.89700317382812,0.9555304646492004,395.5906982421875,214.23443603515625,0.9225461483001709,304.1253662109375,201.49038696289062,0.9639374613761902
84,447.8745422363281,190.96676635742188,0.990458071231842,426.9736633300781,213.06016540527344,0.911770224571228,386.0237731933594,230.56884765625,0.8981654644012451,301.25006103515625,208.92752075195312,0.9606183767318726
85,447.93548583984375,190.4238739013672,0.985501766204834,426.5220031738281,212.97023010253906,0.8673639297485352,377.2364501953125,237.55770874023438,0.5608030557632446,300.436279296875,211.0833282470703,0.9750006198883057
86,447.8215637207031,190.7639923095703,0.9877732992172241,426.0959777832031,212.98220825195312,0.882179319858551,377.8173828125,238.1773223876953,0.5378745198249817,300.1331481933594,211.2724609375,0.9762138724327087
87,448.13446044921875,190.67120361328125,0.9851750135421753,428.3064880371094,211.15191650390625,0.8847572803497314,368.09716796875,239.70481872558594,0.593606173992157,300.41473388671875,211.81724548339844,0.9800772666931152
88,447.9091796875,190.8238525390625,0.9845386743545532,427.72235107421875,211.2602996826172,0.8529424071311951,354.9281311035156,238.98727416992188,0.708916425704956,301.8682556152344,212.46536254882812,0.9864251017570496
89,447.64788818359375,190.59043884277344,0.9854447841644287,428.7485046386719,210.8964385986328,0.8634296655654907,354.11962890625,238.8448028564453,0.6845321655273438,301.6031799316406,211.51368713378906,0.9851107597351074
90,448.17559814453125,190.34266662597656,0.9826442003250122,426.93310546875,212.9430694580078,0.8290162682533264,353.1496276855469,239.3598175048828,0.6838057041168213,302.0041198730469,211.3954315185547,0.9859883785247803
91,449.7900695800781,189.05325317382812,0.9699278473854065,423.3341064453125,218.98777770996094,0.7226402759552002,352.8022155761719,240.17724609375,0.7557896375656128,301.55950927734375,210.52671813964844,0.9870879054069519
92,449.5189208984375,190.04466247558594,0.9630202651023865,394.017333984375,235.3278045654297,0.6182962656021118,352.26617431640625,241.9283905029297,0.8676352500915527,300.98638916015625,210.35552978515625,0.986172080039978
93,449.51641845703125,190.73687744140625,0.9705443978309631,373.06329345703125,241.32473754882812,0.5734397172927856,351.2817687988281,240.40476989746094,0.8857289552688599,301.3539123535156,210.4505615234375,0.9839499592781067
94,449.9053955078125,191.58038330078125,0.9786345958709717,373.22265625,240.98561096191406,0.6105790138244629,351.7504577636719,240.46133422851562,0.8899549245834351,301.403564453125,210.2908935546875,0.9852535724639893
95,449.99969482421875,191.8093719482422,0.9786726236343384,373.54144287109375,240.65255737304688,0.641139030456543,351.2767333984375,240.71575927734375,0.8775811195373535,300.8931884765625,210.7918701171875,0.9842175841331482
96,439.6322021484375,206.28802490234375,0.9042606353759766,375.1219177246094,240.36766052246094,0.594762921333313,351.8631896972656,241.53564453125,0.8990988731384277,300.8602600097656,210.9633331298828,0.9851758480072021
97,412.3492736816406,220.28553771972656,0.9670615196228027,386.5869140625,236.21978759765625,0.9423734545707703,350.9053039550781,242.99427795410156,0.9516565799713135,299.795166015625,211.25242614746094,0.9813592433929443
98,412.0648498535156,220.421875,0.9630785584449768,386.1244201660156,236.2415008544922,0.9391390681266785,351.1302185058594,242.90760803222656,0.9487887620925903,299.7080078125,211.87185668945312,0.9834120273590088
99,411.9290771484375,220.3291778564453,0.9578851461410522,386.3515930175781,236.46495056152344,0.9437645673751831,351.37017822265625,243.28001403808594,0.9519250988960266,299.5263671875,212.6292724609375,0.9850238561630249
100,411.61907958984375,220.5020751953125,0.9475862979888916,386.3983154296875,236.92018127441406,0.9528853893280029,351.2900085449219,243.17703247070312,0.9523333311080933,300.76763916015625,206.17916870117188,0.9771895408630371
101,411.4192199707031,220.5884552001953,0.9475631713867188,386.6045227050781,236.72386169433594,0.9527451992034912,351.9144287109375,242.4330596923828,0.9517415761947632,306.3606872558594,198.18490600585938,0.9951415657997131
102,411.3232421875,220.40785217285156,0.9478281736373901,386.65362548828125,236.63333129882812,0.9474131464958191,352.19921875,241.48802185058594,0.9510302543640137,307.5373229980469,192.0411834716797,0.9893353581428528
103,411.5290832519531,220.40884399414062,0.9565014839172363,386.65643310546875,236.8004150390625,0.9498965740203857,352.3360290527344,241.3455352783203,0.9530287384986877,307.6060485839844,190.4529571533203,0.9858171343803406
104,411.7198181152344,220.59332275390625,0.9555008411407471,386.5104675292969,236.81832885742188,0.9481716156005859,352.3842468261719,241.1919403076172,0.9501252174377441,308.1102294921875,189.996337890625,0.9833520650863647
105,411.9875793457031,220.8207244873047,0.9582159519195557,387.0459289550781,236.9429931640625,0.9486597776412964,352.759765625,241.26002502441406,0.9522840976715088,308.67730712890625,190.62777709960938,0.9858874082565308
106,411.9977111816406,220.9314727783203,0.9553289413452148,386.87518310546875,237.21084594726562,0.949986457824707,352.62335205078125,241.5808868408203,0.9565572738647461,308.1037902832031,193.53750610351562,0.9902762174606323
107,413.00714111328125,221.58074951171875,0.96576988697052,390.5869140625,238.96670532226562,0.962478756904602,359.3315734863281,241.51707458496094,0.9520846605300903,296.59442138671875,211.6929473876953,0.9886170625686646
108,413.478271484375,220.8612060546875,0.9778554439544678,391.4148254394531,238.48001098632812,0.9727299213409424,360.96343994140625,239.44630432128906,0.951734185218811,295.7649841308594,214.8651580810547,0.9867998361587524
109,413.0711364746094,221.19427490234375,0.9779457449913025,392.0492858886719,238.24276733398438,0.959078311920166,365.45111083984375,238.34742736816406,0.9528729915618896,295.3042297363281,214.2579345703125,0.9883745908737183
110,413.76129150390625,220.771484375,0.975615382194519,396.5536804199219,236.0341033935547,0.8634446263313293,377.4377136230469,237.34568786621094,0.8470745086669922,293.85882568359375,209.99867248535156,0.979974091053009
111,413.7818908691406,220.7044677734375,0.9726172685623169,395.6849670410156,234.93824768066406,0.9158660173416138,377.6286926269531,234.62620544433594,0.8647547960281372,294.28851318359375,207.23373413085938,0.9711810350418091
112,414.3377990722656,220.6543731689453,0.9669277667999268,396.8770446777344,233.7537841796875,0.9358041882514954,380.58038330078125,228.7178497314453,0.8787828087806702,292.7044372558594,204.8609161376953,0.9485231637954712
113,413.4064636230469,220.56092834472656,0.9510170221328735,395.32977294921875,234.08070373535156,0.9369866847991943,379.3501892089844,228.3191680908203,0.8771041035652161,291.2474365234375,204.01402282714844,0.9655798673629761
114,413.1868896484375,220.3203125,0.9542757868766785,394.0362548828125,234.01608276367188,0.9204949140548706,377.6015319824219,228.8375244140625,0.8723437786102295,290.33612060546875,203.01095581054688,0.9784814715385437
115,413.2342529296875,219.80276489257812,0.9700894355773926,392.6560974121094,232.1347198486328,0.9490158557891846,371.7653503417969,230.04672241210938,0.9210009574890137,288.88336181640625,201.48094177246094,0.9840766191482544
116,412.7944641113281,219.40748596191406,0.9719134569168091,392.9690856933594,232.21360778808594,0.954885721206665,369.1143798828125,230.67074584960938,0.9197655916213989,288.4347229003906,202.26458740234375,0.9789209365844727
117,412.34161376953125,219.47373962402344,0.9647485017776489,394.5084228515625,232.78590393066406,0.9412806034088135,364.78570556640625,231.5984344482422,0.9088409543037415,287.9954833984375,201.72216796875,0.9802654385566711
118,411.81048583984375,219.8335418701172,0.9667891263961792,392.7499084472656,234.43182373046875,0.9214136004447937,359.35284423828125,236.56126403808594,0.9042202830314636,287.1611633300781,204.25172424316406,0.9716582894325256
119,413.8485412597656,220.10882568359375,0.9786015748977661,392.62799072265625,235.84739685058594,0.862287163734436,340.3161315917969,244.216552734375,0.9457480907440186,289.1448059082031,208.37547302246094,0.9885960221290588
120,413.5559387207031,220.10337829589844,0.9776529669761658,392.41021728515625,236.02565002441406,0.8855186700820923,340.3395690917969,244.44969177246094,0.9487439393997192,289.90045166015625,210.9369659423828,0.9903779029846191
