scorer,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000,DLC_resnet50_entrenamiento_mizquierdaJun9shuffle1_20000
bodyparts,indice,indice,indice,corazon,corazon,corazon,anular,anular,anular,menique,menique,menique
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
88,287.2911376953125,309.399658203125,0.9985164403915405,337.5176696777344,299.6664123535156,0.9923950433731079,354.5090637207031,291.7103271484375,0.9920469522476196,380.5180358886719,259.6508483886719,0.9385368824005127
89,280.4126281738281,305.53143310546875,0.9997185468673706,329.33795166015625,297.5767517089844,0.9817512631416321,347.6545104980469,292.3444519042969,0.9781203269958496,372.5804138183594,259.1097412109375,0.9888044595718384
90,261.09124755859375,304.06915283203125,0.9997142553329468,296.8440856933594,299.2924499511719,0.6309473514556885,331.98516845703125,291.51312255859375,0.986884593963623,357.5394287109375,260.4309387207031,0.9877364039421082
91,261.3155212402344,304.1055603027344,0.9997556209564209,310.6742858886719,299.5589599609375,0.5928499698638916,331.8611145019531,291.2159423828125,0.9909229278564453,357.0437927246094,260.49468994140625,0.9929366707801819
92,261.14544677734375,304.35015869140625,0.9997227787971497,312.1893310546875,299.76593017578125,0.5283528566360474,332.1568908691406,291.8232727050781,0.9899277091026306,356.86468505859375,260.24639892578125,0.9939688444137573
93,260.57147216796875,304.1075744628906,0.9996451735496521,322.0706481933594,300.3550109863281,0.6678578853607178,331.48077392578125,291.607177734375,0.9916650056838989,356.32989501953125,260.0267639160156,0.996458113193512
94,260.4696044921875,303.7621154785156,0.9996269941329956,313.5524597167969,299.3695373535156,0.6853374242782593,331.69818115234375,291.4543151855469,0.9905393123626709,356.2264404296875,260.0978698730469,0.9955229163169861
95,265.6686096191406,304.67755126953125,0.9995983242988586,325.0163879394531,299.6964111328125,0.45026397705078125,332.5091552734375,288.01373291015625,0.9940743446350098,358.9776916503906,261.3193664550781,0.9829380512237549
96,273.9766845703125,305.0833435058594,0.9992544651031494,328.9032287597656,298.8750915527344,0.5622434616088867,338.483642578125,288.429931640625,0.9854813814163208,366.0774230957031,259.8502502441406,0.9603894948959351
97,299.8243408203125,310.0362243652344,0.9986376762390137,344.3941345214844,303.2065734863281,0.9980577826499939,365.00860595703125,291.4031677246094,0.9932862520217896,388.5617980957031,260.96124267578125,0.9960341453552246
98,315.9974670410156,315.6249694824219,0.9963937997817993,360.7830505371094,309.83758544921875,0.9985971450805664,382.322998046875,298.6749572753906,0.9925631880760193,405.3770751953125,262.1255187988281,0.9925217628479004
99,340.4092712402344,319.8823547363281,0.9969048500061035,378.66973876953125,312.0291442871094,0.9842349886894226,400.5470886230469,301.7408752441406,0.9898654222488403,424.477783203125,264.43536376953125,0.9751485586166382
100,422.45513916015625,318.6632080078125,0.9711856842041016,417.4150085449219,339.979248046875,0.997440755367279,468.2388916015625,309.5679016113281,0.9896634817123413,485.7088317871094,268.9327697753906,0.8900045156478882
101,467.9337463378906,323.4369812011719,0.9731218814849854,463.14752197265625,348.8058166503906,0.9899489879608154,508.5422668457031,316.64263916015625,0.9518872499465942,522.1114501953125,274.2576904296875,0.8671562671661377
102,486.34979248046875,325.31365966796875,0.9184571504592896,482.87237548828125,349.4372863769531,0.9979331493377686,525.0108642578125,314.88568115234375,0.8671026229858398,538.0372924804688,273.5268249511719,0.8848272562026978
103,503.24407958984375,324.5919189453125,0.935570240020752,499.8894958496094,349.6650390625,0.9992456436157227,540.550537109375,312.290771484375,0.871441125869751,551.8562622070312,270.420166015625,0.8955463767051697
104,517.9725952148438,324.9627380371094,0.8841414451599121,514.7498168945312,349.27630615234375,0.9989066123962402,527.8455200195312,346.49578857421875,0.7041619420051575,564.062744140625,267.83905029296875,0.9430273771286011
105,548.5350341796875,316.2921447753906,0.8544988632202148,543.9116821289062,346.39630126953125,0.9977016448974609,558.533203125,338.5333557128906,0.8475944995880127,590.5266723632812,252.28758239746094,0.6177314519882202
106,551.902587890625,310.52935791015625,0.9254237413406372,546.005615234375,341.24945068359375,0.9993200302124023,555.914306640625,337.1399230957031,0.8996912240982056,588.8161010742188,251.53904724121094,0.6340759992599487
107,551.1126708984375,308.39691162109375,0.8852552175521851,544.4307861328125,340.0240783691406,0.9989230632781982,556.1201171875,334.2734680175781,0.7368190884590149,587.6219482421875,250.1593780517578,0.4986986219882965
108,550.5713500976562,306.98919677734375,0.8706868886947632,543.077880859375,338.6722412109375,0.9969381093978882,576.134033203125,300.2904052734375,0.43832188844680786,587.1688232421875,249.67172241210938,0.5786985754966736
109,549.3030395507812,306.9682312011719,0.769615113735199,538.4925537109375,337.8633117675781,0.9930593967437744,546.5826416015625,334.7858581542969,0.743357241153717,571.1124267578125,221.17018127441406,0.6201705932617188
110,531.1024169921875,331.56195068359375,0.6047501564025879,528.3562622070312,332.0955810546875,0.8152955770492554,562.2457885742188,297.262939453125,0.7146908044815063,577.8162841796875,245.7451629638672,0.655465841293335
111,522.5650634765625,328.35223388671875,0.6445978879928589,522.7383422851562,331.625,0.9086589813232422,557.3278198242188,297.6880798339844,0.7130030393600464,575.8738403320312,245.27783203125,0.3994133770465851
112,520.1329345703125,327.16094970703125,0.842337965965271,521.2947998046875,331.64971923828125,0.9399645328521729,558.0985717773438,296.0494079589844,0.8800337910652161,572.8252563476562,245.37660217285156,0.5139409303665161
113,521.2188110351562,327.5148620605469,0.8608695268630981,521.9087524414062,331.1839599609375,0.9280543327331543,559.8611450195312,293.1505432128906,0.9328705072402954,571.8623046875,244.6873016357422,0.6968284845352173
114,520.47314453125,326.8492736816406,0.8037623167037964,521.2957763671875,330.9732971191406,0.9398517608642578,556.9865112304688,293.02862548828125,0.9103148579597473,570.2714233398438,244.5664520263672,0.6230233311653137
115,519.937255859375,327.2099304199219,0.8078718781471252,521.466796875,331.1062316894531,0.9556357860565186,558.2412719726562,292.4046325683594,0.9404928684234619,571.1581420898438,244.6449737548828,0.6618862152099609
116,520.7825317382812,327.2099914550781,0.77048659324646,522.6798706054688,330.87225341796875,0.9551922082901001,559.86669921875,293.371337890625,0.9240730404853821,570.8602294921875,244.58998107910156,0.5979408621788025
117,530.5411987304688,327.08465576171875,0.7061443328857422,527.9539794921875,330.303955078125,0.8478158712387085,557.6235961914062,297.7461853027344,0.7563494443893433,571.473876953125,243.72378540039062,0.3916030824184418
118,537.478759765625,303.8222351074219,0.4734984338283539,528.9468383789062,333.8711853027344,0.9166073799133301,556.0542602539062,299.2322082519531,0.2336345613002777,561.550048828125,217.3175811767578,0.27894437313079834
119,538.075927734375,305.5278625488281,0.7608091831207275,525.8377075195312,333.07720947265625,0.9725772142410278,533.6810913085938,325.2493591308594,0.5485334992408752,558.4879150390625,218.6412811279297,0.48528796434402466
