scorer,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000
bodyparts,indice,indice,indice
coords,x,y,likelihood
0,237.07083129882812,87.13749694824219,0.9917538166046143
1,236.8509521484375,87.21875762939453,0.9929088354110718
2,236.82040405273438,87.27622985839844,0.9927517175674438
3,236.51657104492188,87.2694091796875,0.9927710294723511
4,236.3108367919922,87.23110961914062,0.9930741786956787
5,236.0763702392578,87.3516845703125,0.9926578998565674
6,236.1667938232422,87.36510467529297,0.9921745657920837
7,236.00823974609375,87.40110778808594,0.9914076328277588
8,236.11825561523438,87.38504791259766,0.9915313720703125
9,236.29510498046875,87.27216339111328,0.9933593273162842
10,236.43629455566406,87.43974304199219,0.9911797046661377
11,236.61367797851562,87.4831314086914,0.9925676584243774
12,236.3313446044922,87.57469177246094,0.9915977716445923
13,236.55429077148438,87.6105728149414,0.99072265625
14,236.6537628173828,87.81346893310547,0.9905098676681519
15,236.5941162109375,87.64176940917969,0.9921667575836182
16,236.36854553222656,87.77326202392578,0.991260826587677
17,236.57305908203125,87.67437744140625,0.9917114973068237
18,236.45924377441406,87.94709777832031,0.9909452199935913
19,236.52142333984375,87.94425201416016,0.9911131858825684
20,236.8339385986328,87.68895721435547,0.991684079170227
21,236.52462768554688,87.83102416992188,0.992316484451294
22,236.6047821044922,87.80428314208984,0.9928826093673706
23,236.5842742919922,87.76095581054688,0.9930000305175781
24,236.43511962890625,87.89671325683594,0.9934108257293701
25,236.51748657226562,87.703125,0.9931063652038574
26,236.29598999023438,87.56552124023438,0.9938310980796814
27,236.31817626953125,87.69065856933594,0.9931966066360474
28,236.33126831054688,87.77389526367188,0.9939238429069519
29,236.24411010742188,87.91657257080078,0.9930700659751892
30,236.29324340820312,87.93714904785156,0.9933170080184937
31,236.0033721923828,87.9521255493164,0.9934782981872559
32,236.23805236816406,87.70513916015625,0.9937410950660706
33,236.3447265625,87.6913070678711,0.9942042827606201
34,236.45895385742188,87.66414642333984,0.9938240647315979
35,236.38417053222656,87.66764831542969,0.9941446781158447
36,236.61599731445312,87.89046478271484,0.9936795234680176
37,236.6503448486328,87.68769836425781,0.994743824005127
38,236.7647705078125,87.72369384765625,0.9935184717178345
39,236.64910888671875,87.65242004394531,0.9945509433746338
40,236.53372192382812,87.93089294433594,0.9944570064544678
41,236.4775390625,87.59846496582031,0.9940981864929199
42,236.4067840576172,87.71210479736328,0.9944581985473633
43,236.5276336669922,87.62409210205078,0.9944071769714355
44,236.4517822265625,87.59211730957031,0.99421226978302
45,236.57681274414062,87.33255767822266,0.9950372576713562
46,236.59780883789062,87.50782775878906,0.99516761302948
47,236.58636474609375,87.63917541503906,0.9953954219818115
48,236.59300231933594,87.37777709960938,0.995410680770874
49,236.7290802001953,87.59041595458984,0.9952915906906128
50,236.70468139648438,87.3707504272461,0.9951030015945435
51,236.60289001464844,87.4705581665039,0.9951380491256714
52,236.77359008789062,87.40837097167969,0.9946502447128296
53,236.59107971191406,87.51326751708984,0.9951947927474976
54,236.64596557617188,87.45236206054688,0.9948439598083496
55,236.6605224609375,87.5023193359375,0.9951947927474976
56,236.70616149902344,87.4532470703125,0.9952547550201416
57,236.7156219482422,87.51966857910156,0.9955651760101318
58,236.71522521972656,87.39305114746094,0.9949053525924683
59,236.8603057861328,87.4176025390625,0.9949135184288025
60,236.58135986328125,87.55131530761719,0.994416356086731
61,236.6858367919922,87.55770874023438,0.9952112436294556
62,236.68528747558594,87.36639404296875,0.9945896863937378
63,236.60427856445312,87.41661071777344,0.9952174425125122
64,236.55706787109375,87.52499389648438,0.9950381517410278
65,235.75648498535156,87.82837677001953,0.9837578535079956
66,234.6626739501953,88.66889953613281,0.9930859804153442
67,234.47564697265625,89.01463317871094,0.9937190413475037
