scorer,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000
bodyparts,indice,indice,indice
coords,x,y,likelihood
0,195.02035522460938,83.6318130493164,0.9975882172584534
1,195.02203369140625,83.57213592529297,0.9975165128707886
2,195.04470825195312,83.5842514038086,0.9974346160888672
3,195.1276092529297,83.48143005371094,0.9976338148117065
4,195.15696716308594,83.35980224609375,0.9977046251296997
5,195.00852966308594,83.4032211303711,0.9977431297302246
6,195.12098693847656,83.46270751953125,0.9973649978637695
7,195.18045043945312,83.370849609375,0.9976019859313965
8,195.42581176757812,83.36940002441406,0.9976097345352173
9,195.33944702148438,83.28787994384766,0.9976818561553955
10,195.56092834472656,83.43275451660156,0.9975247979164124
11,195.52980041503906,83.26268768310547,0.997700572013855
12,195.61798095703125,83.45553588867188,0.9977221488952637
13,195.44198608398438,83.2334213256836,0.9978674650192261
14,195.93174743652344,83.06932830810547,0.9980170130729675
15,195.54864501953125,82.9677734375,0.9976524114608765
16,-2.2645010948181152,362.96246337890625,0.03746798634529114
17,1.6200541389188958e+30,1.166500623149147e+31,1.0
18,195.89764404296875,82.8644790649414,0.9978636503219604
19,195.88385009765625,82.89299011230469,0.9980208277702332
20,195.88482666015625,82.8108901977539,0.9978471994400024
21,195.96119689941406,82.909912109375,0.9975829720497131
22,1.3587543964385986,2.071138858795166,0.004265695810317993
23,195.86195373535156,82.67892456054688,0.9978177547454834
24,195.93768310546875,82.71370697021484,0.9975334405899048
25,195.79205322265625,82.83941650390625,0.9977679252624512
26,330.131591796875,-7.63435173034668,0.11650317907333374
27,197.16526794433594,82.17220306396484,0.9852064847946167
28,195.93875122070312,82.67514038085938,0.9978888034820557
29,195.80792236328125,82.83159637451172,0.9977626800537109
30,195.47634887695312,82.82212829589844,0.9976884126663208
31,195.39198303222656,83.02073669433594,0.9977588653564453
32,195.5708465576172,82.83808898925781,0.9978468418121338
33,195.65679931640625,82.88919830322266,0.9977773427963257
34,195.80841064453125,82.9444351196289,0.9977737665176392
35,195.71104431152344,82.89109802246094,0.9978342056274414
36,195.70413208007812,83.12256622314453,0.997818648815155
37,195.6582489013672,82.93409729003906,0.997805118560791
38,195.6941680908203,83.02714538574219,0.9976820945739746
39,195.64007568359375,82.86026763916016,0.9978649020195007
40,-1.025939537134502e+25,-4.0285706031993737e+24,1.0
41,195.36465454101562,83.04296875,0.9977849721908569
42,4.503508838900875e+31,1.27213745587218e+32,1.0
43,195.3307342529297,83.02735137939453,0.9975833892822266
44,195.36016845703125,82.87602996826172,0.997594952583313
45,195.4434356689453,83.17898559570312,0.9977374076843262
46,195.37278747558594,83.18828582763672,0.9976625442504883
47,195.487060546875,83.20870971679688,0.99756920337677
48,195.43800354003906,83.1532974243164,0.9977993965148926
49,195.62255859375,83.08777618408203,0.997849702835083
50,195.608642578125,83.35736846923828,0.9978609085083008
51,195.39955139160156,83.39982604980469,0.9979088306427002
52,195.3776092529297,83.40997314453125,0.9980647563934326
53,195.36636352539062,83.44971466064453,0.9978827238082886
54,195.16314697265625,83.3297119140625,0.9978660345077515
55,195.3432159423828,83.38175964355469,0.9977787733078003
56,195.2881622314453,83.2801742553711,0.9978631734848022
57,193.80453491210938,84.55008697509766,0.9974295496940613
58,184.34498596191406,84.58971405029297,0.9987359046936035
59,171.22625732421875,84.60394287109375,0.996514618396759
60,165.03060913085938,85.26570129394531,0.9985294938087463
61,171.3215789794922,88.59091186523438,0.9931581616401672
62,186.57374572753906,93.49030303955078,0.9923629760742188
63,208.43572998046875,99.11418151855469,0.9981322288513184
64,226.31610107421875,100.6484603881836,0.998521089553833
65,258.9357604980469,105.11557006835938,0.9971638917922974
66,280.9101867675781,107.13253021240234,0.9952232837677002
67,291.00848388671875,108.34876251220703,0.9975706338882446
