scorer,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000,DLC_resnet50_28jul-ind-mderechaJul18shuffle1_7000
bodyparts,indice,indice,indice
coords,x,y,likelihood
0,157.61419677734375,340.97406005859375,0.02083379030227661
1,157.97000122070312,340.7196044921875,0.010719358921051025
2,157.9134979248047,340.5065612792969,0.014129549264907837
3,158.09771728515625,340.5584716796875,0.007178217172622681
4,206.99803161621094,275.0372314453125,0.00526273250579834
5,157.83518981933594,340.4361877441406,0.006610214710235596
6,157.6969757080078,340.49822998046875,0.008175641298294067
7,157.5887908935547,340.84173583984375,0.009750813245773315
8,196.8612518310547,10.81240463256836,0.8772923350334167
9,214.06304931640625,36.370994567871094,0.998416543006897
10,235.56988525390625,64.87610626220703,0.9980869293212891
11,241.1463165283203,73.6573257446289,0.9955300688743591
12,239.0979461669922,79.80524444580078,0.997472882270813
13,230.79721069335938,85.76614379882812,0.9993093609809875
14,231.55043029785156,86.16526794433594,0.9992879629135132
15,233.74624633789062,87.36688232421875,0.9992300271987915
16,233.6892852783203,87.28302001953125,0.9991282224655151
17,234.12623596191406,87.1372299194336,0.999198853969574
18,233.4853057861328,87.03416442871094,0.9991869926452637
19,233.73663330078125,87.0002212524414,0.9991104006767273
20,233.24794006347656,87.03291320800781,0.9991433620452881
21,233.08872985839844,87.37643432617188,0.9991139769554138
22,232.7820281982422,87.31669616699219,0.9991678595542908
23,232.70379638671875,87.28736114501953,0.9991689920425415
24,232.64846801757812,87.52810668945312,0.9990720748901367
25,232.607666015625,87.4055404663086,0.9990355372428894
26,232.6107177734375,87.13932800292969,0.9990842342376709
27,232.4314422607422,87.54447937011719,0.9991841316223145
28,232.71731567382812,87.6583480834961,0.9990407228469849
29,232.33724975585938,87.61319732666016,0.9989510178565979
30,232.33731079101562,87.58258819580078,0.9988898038864136
31,232.348388671875,87.77387237548828,0.9988422393798828
32,232.50868225097656,88.03706359863281,0.9987527132034302
33,231.80194091796875,88.13609313964844,0.9985378980636597
34,231.73861694335938,88.18085479736328,0.9984484314918518
35,231.79237365722656,88.22770690917969,0.9985714554786682
36,231.60833740234375,88.20832824707031,0.9984166026115417
37,231.39712524414062,88.24429321289062,0.9984115362167358
38,231.22232055664062,88.38005828857422,0.9983146786689758
39,231.20457458496094,88.19291687011719,0.9981834888458252
40,230.82159423828125,88.3127212524414,0.9981092810630798
41,230.7982940673828,88.49444580078125,0.998133659362793
42,230.52560424804688,88.4466323852539,0.9980623722076416
43,230.6143341064453,88.34673309326172,0.9981646537780762
44,230.49130249023438,88.19139862060547,0.9981702566146851
45,230.45510864257812,88.29560089111328,0.998115062713623
46,230.5863494873047,88.15070343017578,0.9981262683868408
47,230.79339599609375,88.36697387695312,0.9981674551963806
48,230.7803955078125,88.22085571289062,0.998221755027771
49,230.66424560546875,88.28517150878906,0.9980933666229248
50,231.0637969970703,88.19110107421875,0.998237669467926
51,230.7487335205078,88.45468139648438,0.9979584217071533
52,232.33816528320312,88.76853942871094,0.9983587861061096
53,244.75892639160156,87.50456237792969,0.9992952346801758
54,262.4582214355469,85.54169464111328,0.9994921684265137
55,357.0233154296875,81.81829833984375,0.9993568658828735
56,403.8152770996094,85.1637954711914,0.998900294303894
57,422.42327880859375,86.88812255859375,0.9991801381111145
58,438.46331787109375,88.96429443359375,0.998437762260437
59,460.63818359375,94.30313873291016,0.9963334798812866
60,469.62188720703125,99.00064086914062,0.9994323253631592
61,466.37225341796875,100.63226318359375,0.9990798234939575
62,463.7674255371094,100.38146209716797,0.9986116886138916
63,462.9915771484375,101.1123275756836,0.9980015754699707
64,462.7307434082031,101.7119369506836,0.9972885251045227
65,462.4720458984375,101.74890899658203,0.9975035190582275
66,462.7047424316406,101.70425415039062,0.997185468673706
67,462.6019287109375,101.49913024902344,0.99729984998703
